Index,Position,Salary Estimate,Rating,Company,Location,Industry
3341,"Data Scientist, Analytics",$135K-$214K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3342,Data Engineer,$135K-$214K (Glassdoor est.),3.8,"eHealth
3.8","Santa Clara, CA",Insurance Agencies & Brokerages
3343,Machine Learning Engineer,$135K-$214K (Glassdoor est.),4.6,"Livongo
4.6","Mountain View, CA",Health Care Services & Hospitals
3344,"Data Scientist, Apple Media Products",$135K-$214K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3345,Data Engineer –,$135K-$214K (Glassdoor est.),3.5,"Tredence
3.5","Sunnyvale, CA",Consulting
3346,"Data Scientist, Analytics - WhatsApp Privacy",$135K-$214K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3347,Senior Data Scientist,$135K-$214K (Glassdoor est.),4.3,"Quantifind
4.3","Menlo Park, CA",Enterprise Software & Network Solutions
3348,Lead Data Scientist,$135K-$214K (Glassdoor est.),3.9,"PayPal
3.9","San Jose, CA",Internet
3349,Business Data Analyst,$135K-$214K (Glassdoor est.),3.7,"Infotree Service Inc
3.7","San Jose, CA",Advertising & Marketing
3350,"Data Scientist, Analytics - Payment Risk",$135K-$214K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3351,Maps Search Machine Learning Engineer,$135K-$214K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3352,Senior Data Scientist,$135K-$214K (Glassdoor est.),3.9,"Lucid Motors
3.9","Newark, CA",Transportation Equipment Manufacturing
3353,"Data Analyst, Product Insights",$135K-$214K (Glassdoor est.),3.4,"Alteryx
3.4","Redwood City, CA",Enterprise Software & Network Solutions
3354,"Deep Learning Engineer, Data Scientist - Video Computer Vision",$135K-$214K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3355,Data Engineer,$135K-$214K (Glassdoor est.),4.8,"AppLovin
4.8","Palo Alto, CA",Video Games
3356,"Data Engineer, Machine Learning",$135K-$214K (Glassdoor est.),4.7,"Cadence
4.7","San Jose, CA",Research & Development
3357,Senior Data Scientist (San Jose OR Austin),$135K-$214K (Glassdoor est.),3.1,"CDK Global
3.1","San Jose, CA",Computer Hardware & Software
3358,Senior Data Scientist,$135K-$214K (Glassdoor est.),4.6,"SAP
4.6","Palo Alto, CA",Computer Hardware & Software
3359,Senior Data Scientist,$135K-$214K (Glassdoor est.),-1.0,"Talent Junction, LLC.","Sunnyvale, CA",-1
3360,Sr. Data Scientist,$135K-$214K (Glassdoor est.),-1.0,Northstar RG,"San Jose, CA",-1
3361,"AI/ML - Data Engineer, Siri Search & Knowledge Platform",$135K-$214K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3362,Sr. BI Data Engineer III,$135K-$214K (Glassdoor est.),3.3,"Astreya
3.3","Fremont, CA",IT Services
3363,Data Engineer,$135K-$214K (Glassdoor est.),4.2,"CyberCoders
4.2","Redwood City, CA",Staffing & Outsourcing
3364,Senior Big Data Engineer,$135K-$214K (Glassdoor est.),3.5,"Absolute
3.5","San Jose, CA",Computer Hardware & Software
3366,Principal Data Scientist II (Statistical Modeling),$119K-$188K (Glassdoor est.),4.1,"Roche
4.1","Santa Clara, CA",Biotech & Pharmaceuticals
3367,"Data Scientist, Apple Pay Security",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3368,Data Analyst,$119K-$188K (Glassdoor est.),3.4,"Radiansys, Inc.
3.4","Santa Clara, CA",Advertising & Marketing
3369,Principal Data Scientist,$119K-$188K (Glassdoor est.),3.3,"Aetna
3.3","Cupertino, CA",Insurance Carriers
3370,Production Scientist,$119K-$188K (Glassdoor est.),4.3,"Chai
4.3","Santa Clara, CA",Biotech & Pharmaceuticals
3371,Data Analyst,$119K-$188K (Glassdoor est.),4.0,"Zipongo
4.0","San Jose, CA",Health Care Services & Hospitals
3372,"AI/ML - Sr Data Scientist, Siri Data",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3373,Data Scientist — Risk,$119K-$188K (Glassdoor est.),3.8,"TikTok
3.8","Mountain View, CA",Internet
3374,Senior Data Scientist,$119K-$188K (Glassdoor est.),4.1,"Rivian Automotive
4.1","Palo Alto, CA",Transportation Equipment Manufacturing
3375,Data Analyst,$119K-$188K (Glassdoor est.),4.0,"ITMC Systems, LLC
4.0","Santa Clara, CA",-1
3376,"AI/ML - Data Engineer, Siri Data",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3377,Senior Machine Learning Engineer,$119K-$188K (Glassdoor est.),3.1,"Hiretual
3.1","Mountain View, CA",Internet
3378,Data Analyst,$119K-$188K (Glassdoor est.),3.9,"Kaygen Inc.
3.9","San Jose, CA",Consulting
3379,Clinical Data Scientist,$119K-$188K (Glassdoor est.),3.8,"ProClinical
3.8","Redwood City, CA",Staffing & Outsourcing
3380,Data Engineer,$119K-$188K (Glassdoor est.),4.7,"Resource Logistics, Inc.
4.7","San Jose, CA",Logistics & Supply Chain
3381,"Principal Data Scientist, Machine Learning",$119K-$188K (Glassdoor est.),4.4,"Atlassian
4.4","Mountain View, CA",Computer Hardware & Software
3382,Data Engineer,$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3383,"Supervisor, Clinical Lab Scientist",$119K-$188K (Glassdoor est.),4.0,"Natera
4.0","San Carlos, CA",Biotech & Pharmaceuticals
3384,Data Engineer,$119K-$188K (Glassdoor est.),4.4,"Telaria
4.4","Mountain View, CA",Advertising & Marketing
3385,Senior Data Scientist,$119K-$188K (Glassdoor est.),5.0,"PROPRIUS
5.0","Sunnyvale, CA",Enterprise Software & Network Solutions
3386,Machine Learning Engineer – Maps Search,$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3387,Data Analyst,$119K-$188K (Glassdoor est.),4.1,"Collabera
4.1","Sunnyvale, CA",IT Services
3388,Machine Learning Research Scientist,$119K-$188K (Glassdoor est.),3.6,"JD.com
3.6","Mountain View, CA","Department, Clothing, & Shoe Stores"
3389,Data Analyst,$119K-$188K (Glassdoor est.),3.8,"PDS Tech, Inc.
3.8","Cupertino, CA",Staffing & Outsourcing
3390,"Product Analyst, Data Science",$119K-$188K (Glassdoor est.),4.4,"Google
4.4","Mountain View, CA",Internet
3391,"Data Scientist, Apple Pay Analytics",$119K-$188K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3392,Applied Research Scientist - Machine Learning,$119K-$188K (Glassdoor est.),3.5,"Samsung Research America
3.5","Campbell, CA",Computer Hardware & Software
3393,Staff Reliability Data Scientist,$119K-$188K (Glassdoor est.),4.1,"Rivian
4.1","Palo Alto, CA",Transportation Equipment Manufacturing
3394,Data Scientist - Nationwide Opportunities,$119K-$188K (Glassdoor est.),3.9,"Amazon
3.9","Palo Alto, CA",Internet
3395,"Senior Data Analyst, People Analytics",$119K-$188K (Glassdoor est.),4.1,"Splunk
4.1","San Jose, CA",Enterprise Software & Network Solutions
3398,"Data Scientist, Power & Performance",$145K-$176K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3399,"Data Scientist, Analytics - In-stream Ads",$145K-$176K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3400,Sr. Data Scientist,$145K-$176K (Glassdoor est.),3.9,"Amazon
3.9","Sunnyvale, CA",Internet
3401,Senior Data Scientist Customer Experience,$145K-$176K (Glassdoor est.),4.0,"Netflix
4.0","Los Gatos, CA",Internet
3402,Data Engineer 1,$145K-$176K (Glassdoor est.),-1.0,GHG Systems,"Sunnyvale, CA",-1
3403,Applied Research Scientist - Computer Vision,$145K-$176K (Glassdoor est.),3.5,"Samsung Research America
3.5","Campbell, CA",Computer Hardware & Software
3404,Research Data Scientist,$145K-$176K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3405,Marketing Data Analyst,$145K-$176K (Glassdoor est.),3.9,"Joomag, Inc.
3.9","San Jose, CA",IT Services
3406,Machine Learning Engineer,$145K-$176K (Glassdoor est.),-1.0,Passage AI,"Mountain View, CA",Enterprise Software & Network Solutions
3407,Clinical Data Scientists,$145K-$176K (Glassdoor est.),-1.0,Talentry,"Redwood City, CA",IT Services
3408,Data Scientist- Payments,$145K-$176K (Glassdoor est.),3.9,"PayPal
3.9","San Jose, CA",Internet
3409,Research Scientist — Machine Learning,$145K-$176K (Glassdoor est.),5.0,"Pilot AI
5.0","Palo Alto, CA",Computer Hardware & Software
3410,Quantum Principal Data Scientist (Industrial-Discrete sector),$145K-$176K (Glassdoor est.),3.7,"IBM
3.7","San Jose, CA",IT Services
3411,Data Engineer,$145K-$176K (Glassdoor est.),3.5,"HCL America Inc.
3.5","San Jose, CA",Computer Hardware & Software
3412,"Senior Scientist, Machine Learning",$145K-$176K (Glassdoor est.),4.3,"Niantic
4.3","Sunnyvale, CA",Video Games
3413,Senior Data Scientist,$145K-$176K (Glassdoor est.),3.5,"Sartorius
3.5","Fremont, CA",Biotech & Pharmaceuticals
3414,"Data Scientist - Fraud Engineering, Algorithms, and Risk",$145K-$176K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3415,SystemC Modeling Engineer,$145K-$176K (Glassdoor est.),3.7,"Xilinx
3.7","San Jose, CA",Computer Hardware & Software
3416,Data Analyst,$145K-$176K (Glassdoor est.),4.5,"OSI Engineering
4.5","Newark, CA",Staffing & Outsourcing
3417,Data Analyst,$145K-$176K (Glassdoor est.),4.5,"Frontend Arts
4.5","San Jose, CA",Enterprise Software & Network Solutions
3418,People Data Scientist,$145K-$176K (Glassdoor est.),-1.0,Humu,"Mountain View, CA",Consulting
3420,Data Analyst,$145K-$176K (Glassdoor est.),4.4,"Adwait Algorithm
4.4","Santa Clara, CA",IT Services
3421,"Data Scientist, Cell Quality & Field Reliability",$145K-$176K (Glassdoor est.),3.4,"Tesla Motors
3.4","Fremont, CA",Transportation Equipment Manufacturing
3423,Senior Data Scientist (Customer Experience),$145K-$176K (Glassdoor est.),3.2,"Enjoy Technology
3.2","Palo Alto, CA",Consumer Electronics & Appliances Stores
3425,Senior Data Scientist,$145K-$176K (Glassdoor est.),2.7,"AutoGrid Systems
2.7","Redwood City, CA",Computer Hardware & Software
3427,Research Scientist,$145K-$176K (Glassdoor est.),3.9,"Amazon
3.9","Sunnyvale, CA",Internet
3428,"Principal Data Scientist, Bioinformatics",$150K-$169K (Glassdoor est.),4.1,"Roche
4.1","Santa Clara, CA",Biotech & Pharmaceuticals
3429,"Senior Data Scientist, Clinical",$150K-$169K (Glassdoor est.),4.6,"Livongo
4.6","Mountain View, CA",Health Care Services & Hospitals
3430,Senior Data Scientist - Optimization,$150K-$169K (Glassdoor est.),2.7,"AutoGrid Systems
2.7","Redwood City, CA",Computer Hardware & Software
3432,Data Analyst,$150K-$169K (Glassdoor est.),4.0,"Lorven Technologies Inc
4.0","San Jose, CA",Accounting
3433,"Data Scientist, Product Analytics - Ads Ranking",$150K-$169K (Glassdoor est.),4.5,"Facebook
4.5","Sunnyvale, CA",Internet
3434,Data Analyst,$150K-$169K (Glassdoor est.),4.0,"Zolon Tech Solutions Inc.
4.0","Cupertino, CA",IT Services
3435,Data Analyst,$150K-$169K (Glassdoor est.),-1.0,PETADATA,"San Jose, CA",-1
3436,Data Analyst,$150K-$169K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Jose, CA",IT Services
3437,Business Intelligence Analyst,$150K-$169K (Glassdoor est.),4.2,"Nextgen Technologies
4.2","San Jose, CA",IT Services
3438,Senior Bioinformatics Scientist,$150K-$169K (Glassdoor est.),3.5,"GRAIL
3.5","Menlo Park, CA",Biotech & Pharmaceuticals
3439,Lead Data Scientist,$150K-$169K (Glassdoor est.),3.9,"Electronic Arts
3.9","Redwood City, CA",Video Games
3440,Junior Data Analyst,$150K-$169K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","San Jose, CA",IT Services
3441,Product Data Engineer - GPU,$150K-$169K (Glassdoor est.),4.6,"NVIDIA
4.6","Santa Clara, CA",Computer Hardware & Software
3442,Senior Data Scientist,$150K-$169K (Glassdoor est.),-1.0,Majoris technologies pvt ltd,"Sunnyvale, CA",-1
3443,Data Engineer (Big Data),$150K-$169K (Glassdoor est.),4.0,"Akamai
4.0","San Jose, CA",IT Services
3444,Sr. Data Engineer (Remote US),$150K-$169K (Glassdoor est.),3.8,"DataStax
3.8","Santa Clara, CA",Computer Hardware & Software
3445,Machine Learning Engineer - ML Platform,$150K-$169K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3446,Senior Data Scientist,$150K-$169K (Glassdoor est.),-1.0,Talent Junction,"Sunnyvale, CA",-1
3447,"Data Scientist, Analytics - AR/VR Portal",$150K-$169K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3448,Data Engineer,$150K-$169K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","San Jose, CA",Consulting
3449,Lead Data Scientist/ Statistician,$150K-$169K (Glassdoor est.),-1.0,Staffwing Inc,"San Jose, CA",-1
3450,Data Analyst,$150K-$169K (Glassdoor est.),3.8,"Power Integrations
3.8","San Jose, CA",Electrical & Electronic Manufacturing
3451,Data Analyst I,$150K-$169K (Glassdoor est.),3.6,"ICONMA
3.6","Cupertino, CA",Staffing & Outsourcing
3452,Sr. Data Analyst,$150K-$169K (Glassdoor est.),4.4,"Armada Group, Inc.
4.4","San Jose, CA",IT Services
3453,"Return to Work - Research Data Scientist, Infrastructure Strategy",$150K-$169K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3454,Quantum Principal Data Scientist- Industrial Process Sector Industry,$150K-$169K (Glassdoor est.),3.7,"IBM Corporation
3.7","San Jose, CA",IT Services
3456,Business Data Analyst,$150K-$169K (Glassdoor est.),4.1,"BayOne Solutions
4.1","San Jose, CA",IT Services
3457,"Data Scientist, PhD University Graduate, 2020 Start",$150K-$169K (Glassdoor est.),4.4,"Google
4.4","Mountain View, CA",Internet
3458,"Scientist 2, Biology",$150K-$169K (Glassdoor est.),3.6,"Axelon Services Corporation
3.6","San Jose, CA",Staffing & Outsourcing
3459,Data Analyst,$150K-$169K (Glassdoor est.),4.0,"Connor Group
4.0","Santa Clara, CA",Accounting
3460,"Data Scientist, Auction & Delivery",$121K-$192K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3461,Data Analyst,$121K-$192K (Glassdoor est.),3.1,"Logic Planet
3.1","San Jose, CA",IT Services
3462,"Scientist 2, Biology",$121K-$192K (Glassdoor est.),3.2,"Net2Source
3.2","San Jose, CA",Staffing & Outsourcing
3464,Project Scientist - Data Analytics,$121K-$192K (Glassdoor est.),3.5,"SLAC National Accelerator Laboratory
3.5","Menlo Park, CA",Federal Agencies
3465,Data Analyst,$121K-$192K (Glassdoor est.),4.0,"E Base Technologies
4.0","Sunnyvale, CA",Advertising & Marketing
3466,Analytical Scientist,$121K-$192K (Glassdoor est.),3.4,"ATUM
3.4","Newark, CA",Computer Hardware & Software
3467,Computer Vision Scientist,$121K-$192K (Glassdoor est.),5.0,"Matroid
5.0","Palo Alto, CA",Computer Hardware & Software
3468,Data Engineer,$121K-$192K (Glassdoor est.),4.1,"BayOne Solutions
4.1","San Jose, CA",IT Services
3469,Machine Learning Engineer,$121K-$192K (Glassdoor est.),4.1,"BayOne Solutions
4.1","Cupertino, CA",IT Services
3471,Machine Learning Engineer,$121K-$192K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3472,Senior Data Scientist,$121K-$192K (Glassdoor est.),-1.0,Nextphase Recruiting,"Palo Alto, CA",-1
3473,Data Analyst,$121K-$192K (Glassdoor est.),-1.0,enexusglobal,"San Jose, CA",-1
3474,"Data Scientist Manager, Instagram Well-being",$121K-$192K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3475,Machine Learning Engineer,$121K-$192K (Glassdoor est.),2.9,"Dew Software
2.9","San Jose, CA",IT Services
3476,Federal - Senior Machine Learning Engineer,$121K-$192K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","San Jose, CA",Computer Hardware & Software
3477,"AI/ML - Sr Data Scientist, Siri Product Strategy",$121K-$192K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3478,AI Scientist - Data & AI Platform,$121K-$192K (Glassdoor est.),3.9,"Electronic Arts
3.9","Redwood City, CA",Video Games
3479,Data Engineer,$121K-$192K (Glassdoor est.),-1.0,GradTests (gradtests.com.au),"San Jose, CA",-1
3480,Machine Learning Engineer/Data Scientist – Maps Search,$121K-$192K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3481,Data Engineer,$121K-$192K (Glassdoor est.),3.3,"Itility
3.3","San Jose, CA",Aerospace & Defense
3482,Data Engineer,$121K-$192K (Glassdoor est.),4.9,"Amick Brown, LLC
4.9","Sunnyvale, CA",-1
3483,Data Analyst,$121K-$192K (Glassdoor est.),3.6,"Randstad
3.6","Sunnyvale, CA",Staffing & Outsourcing
3484,"Data Scientist, Finance",$121K-$192K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3485,Machine Learning Scientist,$121K-$192K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3486,"Senior Machine Learning Engineer / Data Scientist, Machine Assisted Cognition",$121K-$192K (Glassdoor est.),3.5,"Toyota Research Institute
3.5","Los Altos, CA",Research & Development
3487,"Data Scientist Manager, Instagram Well-being",$121K-$192K (Glassdoor est.),5.0,"Instagram
5.0","Menlo Park, CA",-1
3488,Scientist - Mathematics,$121K-$192K (Glassdoor est.),3.0,"Verseon
3.0","Fremont, CA",Biotech & Pharmaceuticals
3489,Microsoft Dynamics CRM Data Analyst,$121K-$192K (Glassdoor est.),3.7,"IBM
3.7","San Jose, CA",IT Services
3490,"Sr. Data Scientist, Human Evaluation, Apple Media Products",$141K-$225K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3492,"Computer Scientist, Neuromorphic Architectures Researcher (Experienced)",$141K-$225K (Glassdoor est.),3.8,"Sandia National Laboratories
3.8","Livermore, CA",Federal Agencies
3493,Data Engineer,$141K-$225K (Glassdoor est.),5.0,"Indrasol
5.0","Menlo Park, CA",-1
3494,Machine Learning Engineer,$141K-$225K (Glassdoor est.),4.1,"IntelliPro Group Inc.
4.1","Sunnyvale, CA",-1
3495,Senior Data Scientist - Pricing,$141K-$225K (Glassdoor est.),3.1,"Tailored Brands
3.1","Fremont, CA","Department, Clothing, & Shoe Stores"
3496,"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics",$141K-$225K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3497,Signal Processing Engineer/Data Analyst,$141K-$225K (Glassdoor est.),3.8,"GenapSys, Inc.
3.8","Redwood City, CA",Biotech & Pharmaceuticals
3498,"Data Engineer - Trust & Safety, Law Enforcement",$141K-$225K (Glassdoor est.),4.8,"Zoom
4.8","San Jose, CA",IT Services
3499,"AI/ML - Machine Learning Engineer, Machine Intelligence",$141K-$225K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3500,AI Insights Data Analyst,$141K-$225K (Glassdoor est.),5.0,"Moveworks
5.0","Mountain View, CA",Enterprise Software & Network Solutions
3502,"Principal Data Scientist, eComm",$141K-$225K (Glassdoor est.),3.3,"Walmart
3.3","Sunnyvale, CA","Department, Clothing, & Shoe Stores"
3504,Big Data Engineer Internship,$141K-$225K (Glassdoor est.),-1.0,Gosvea,"San Jose, CA",Education Training Services
3505,"Lead Data Engineer - (Elasticsearch, Logstash, Kibana)",$141K-$225K (Glassdoor est.),3.9,"Equinix
3.9","Sunnyvale, CA",Enterprise Software & Network Solutions
3507,"AI/ML - Siri Data Engineer, Siri Search & Knowledge Platform",$141K-$225K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3508,Research Scientist,$141K-$225K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3509,Data Scientist/Process Engineer III - (E3),$141K-$225K (Glassdoor est.),3.7,"Applied Materials
3.7","Santa Clara, CA",Electrical & Electronic Manufacturing
3510,Sr. AWS Data Engineer,$141K-$225K (Glassdoor est.),4.2,"Jade Global
4.2","San Jose, CA",IT Services
3511,Data Engineer,$141K-$225K (Glassdoor est.),4.1,"IntelliPro Group Inc.
4.1","Sunnyvale, CA",-1
3512,Data Analyst,$141K-$225K (Glassdoor est.),4.1,"BayOne Solutions
4.1","Sunnyvale, CA",IT Services
3513,Data Analyst,$141K-$225K (Glassdoor est.),3.8,"US Tech Solutions, Inc
3.8","Sunnyvale, CA",Staffing & Outsourcing
3514,Data Analyst,$141K-$225K (Glassdoor est.),2.4,"Wider Circle
2.4","Redwood City, CA","Health, Beauty, & Fitness"
3515,Data Analyst,$141K-$225K (Glassdoor est.),3.6,"Iconma, L.L.C.
3.6","Sunnyvale, CA",Staffing & Outsourcing
3516,Senior Data Engineer - Core Data Science & Engineering,$141K-$225K (Glassdoor est.),4.0,"Netflix, Inc.
4.0","Los Gatos, CA",Internet
3517,Data Engineer,$141K-$225K (Glassdoor est.),4.2,"Nextgen Technologies
4.2","San Jose, CA",IT Services
3518,Data Engineer,$141K-$225K (Glassdoor est.),3.9,"PayPal
3.9","San Jose, CA",Internet
3519,Senior Data Scientist - Business Growth,$141K-$225K (Glassdoor est.),3.6,"JD.com
3.6","Mountain View, CA","Department, Clothing, & Shoe Stores"
3520,Principal Data Engineer,$102K-$179K (Glassdoor est.),3.8,"eHealth
3.8","Santa Clara, CA",Insurance Agencies & Brokerages
3521,"Data Scientist, Product Analytics - Spark AR",$102K-$179K (Glassdoor est.),4.5,"Facebook
4.5","Menlo Park, CA",Internet
3522,"Data Engineer, Apple Media Products",$102K-$179K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3523,Data Analyst,$102K-$179K (Glassdoor est.),3.9,"Artech LLC
3.9","Sunnyvale, CA",Staffing & Outsourcing
3524,"Senior Deep Learning Data Scientist, RAPIDS - AI",$102K-$179K (Glassdoor est.),4.6,"NVIDIA
4.6","Santa Clara, CA",Computer Hardware & Software
3526,Data Scientist - Payment,$102K-$179K (Glassdoor est.),-1.0,DiDi Labs,"Mountain View, CA",-1
3527,Data Engineer 3,$102K-$179K (Glassdoor est.),3.9,"PayPal
3.9","San Jose, CA",Internet
3528,Data Engineer,$102K-$179K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Jose, CA",IT Services
3529,Business Intelligence Analyst,$102K-$179K (Glassdoor est.),3.9,"PayPal
3.9","San Jose, CA",Internet
3530,Data Engineer,$102K-$179K (Glassdoor est.),3.7,"ServiceNow
3.7","Santa Clara, CA",Enterprise Software & Network Solutions
3531,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk",$102K-$179K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3532,Data Engineer,$102K-$179K (Glassdoor est.),3.0,"Sonus Software Solutions Inc.
3.0","Sunnyvale, CA",-1
3534,Principal Data Scientist - 70445BR,$102K-$179K (Glassdoor est.),3.3,"Aetna
3.3","Cupertino, CA",Insurance Carriers
3536,Sr Medical Data Scientist,$102K-$179K (Glassdoor est.),3.9,"Amazon
3.9","Sunnyvale, CA",Internet
3537,"Data Scientist, Applied Machine Learning - Bay Area",$102K-$179K (Glassdoor est.),3.2,"Tempus Labs
3.2","Redwood City, CA",Biotech & Pharmaceuticals
3538,Data Analyst,$102K-$179K (Glassdoor est.),3.5,"Robert Half
3.5","Sunnyvale, CA",Staffing & Outsourcing
3539,"Data Engineer, Machine Learning",$102K-$179K (Glassdoor est.),4.1,"Cadence Design Systems
4.1","San Jose, CA",Computer Hardware & Software
3540,Video Coding & Machine Learning Engineer,$102K-$179K (Glassdoor est.),4.1,"Apple
4.1","Santa Clara, CA",Computer Hardware & Software
3542,Federal - Data Engineer - Senior,$102K-$179K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","San Jose, CA",Computer Hardware & Software
3543,Data Scientist (Engineering),$116K-$181K (Glassdoor est.),4.1,"Zynga
4.1","Austin, TX",Video Games
3544,Data Scientist,$116K-$181K (Glassdoor est.),3.1,"Dun & Bradstreet
3.1","Austin, TX",IT Services
3545,Data Analyst,$116K-$181K (Glassdoor est.),5.0,"AlertMedia
5.0","Austin, TX",Computer Hardware & Software
3546,Data Engineer,$116K-$181K (Glassdoor est.),3.9,"Balyasny Asset Management
3.9","Austin, TX",Investment Banking & Asset Management
3548,"Data Scientist, Product Analytics",$116K-$181K (Glassdoor est.),4.5,"Facebook
4.5","Austin, TX",Internet
3549,"Data Scientist Consultant, Cloud Support Data and Analytics",$116K-$181K (Glassdoor est.),4.4,"Google
4.4","Austin, TX",Internet
3550,Data Scientist - Analytics,$116K-$181K (Glassdoor est.),3.9,"The Zebra
3.9","Austin, TX",Insurance Agencies & Brokerages
3551,Data Scientist,$116K-$181K (Glassdoor est.),3.7,"Jabil Circuit
3.7","Austin, TX",Electrical & Electronic Manufacturing
3552,Associate Data Engineer,$116K-$181K (Glassdoor est.),4.5,"SciPlay
4.5","Austin, TX",Video Games
3553,Data Scientist (Marketing Analytics),$116K-$181K (Glassdoor est.),3.6,"Whole Foods Market
3.6","Austin, TX",Grocery Stores & Supermarkets
3554,Data Scientist - Strategic Data Solutions,$116K-$181K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3555,Data Scientist,$116K-$181K (Glassdoor est.),3.6,"eBay
3.6","Austin, TX",Internet
3556,Data Scientist,$116K-$181K (Glassdoor est.),3.7,"CloudFlare
3.7","Austin, TX",Internet
3557,Data Scientist - Nationwide Opportunities,$116K-$181K (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",Internet
3558,Remote Sensing Data Scientist,$116K-$181K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",Colleges & Universities
3559,Lead Data Scientist,$116K-$181K (Glassdoor est.),4.1,"Zynga
4.1","Austin, TX",Video Games
3560,Data Scientist (remote),$116K-$181K (Glassdoor est.),3.3,"Thrivent
3.3","Austin, TX",Insurance Carriers
3561,Federal - Data Scientist,$116K-$181K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Austin, TX",Computer Hardware & Software
3562,Data Scientist,$116K-$181K (Glassdoor est.),3.6,"CACI International
3.6","Austin, TX",Aerospace & Defense
3563,"Data Scientist, Ad Platforms/Data Insights",$116K-$181K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3564,Business Intelligence Analyst II (6 Month Contract),$116K-$181K (Glassdoor est.),3.9,"Electronic Arts
3.9","Austin, TX",Video Games
3565,Data Scientist,$116K-$181K (Glassdoor est.),-1.0,GradTests (gradtests.com),"Austin, TX",-1
3566,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$116K-$181K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Austin, TX",Federal Agencies
3567,Junior Data Engineer,$116K-$181K (Glassdoor est.),4.5,"Applied Information Sciences
4.5","Austin, TX",IT Services
3568,Senior Data & Applied Scientist,$116K-$181K (Glassdoor est.),4.3,"Microsoft
4.3","Austin, TX",Computer Hardware & Software
